,GameID,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__B,lot_shape_symm_B,lot_shape_L_B,lot_shape_R_B,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,B.1,B.2,B.3,B.4,B.5,BEASTpred.1,BEASTpred.2,BEASTpred.3,BEASTpred.4,BEASTpred.5
645,130,72.0,0.4,-41.0,1.0,0.0,0.0,0.0,1.0,16.0,0.01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.05,-53.86598703,42.0,-56.0,-7.0,0.0,1.0,0.2022,0.2112,-0.0044,0.6011,0.6056,0.0,-3.05,-3.05,135.6,0.6125,0.5975,0.56,0.5425,0.54,0.64723,0.60612,0.57616,0.56392,0.56005
650,131,18.0,1.0,18.0,1.0,0.0,0.0,0.0,1.0,45.0,0.01,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.66,3.3829572860000003,-7.0,27.0,10.0,0.611111111,1.0,-0.9792,-0.9798,-0.0092,0.0,0.0,0.0,-6.66,-6.66,0.0,0.185,0.0875,0.08,0.0825,0.0625,0.22645,0.15909,0.11291,0.09928,0.094653
655,132,11.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,20.0,0.99,4.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,8.84,2.0048441340000003,-7.0,12.0,7.0,0.363636364,1.0,0.9752,0.9808,0.7454,0.0,0.0,0.0,8.84,8.84,0.0,0.81,0.94,0.965,0.97,0.9775,0.98488,0.9898399999999999,0.99267,0.99339,0.99339
660,133,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,8.0,0.99,-17.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,4.750000008,2.857883835,-20.0,9.0,2.5,0.0,1.0,0.9774,0.9792,0.7936,-0.0113,-0.0104,0.0,4.750000008,4.750000008,-0.579999971,0.705,0.905,0.92,0.9175,0.9375,0.7327899999999999,0.80924,0.85636,0.87349,0.87951
665,134,27.0,0.05,24.0,1.0,0.0,0.0,0.0,1.0,31.0,0.5,10.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-3.65,9.858063179,-14.0,5.0,0.25,0.41666666700000005,1.0,-0.001,0.0088,0.5056,0.0,0.0,0.0,-3.65,-3.65,0.0,0.3425,0.335,0.375,0.38,0.37,0.2814,0.30813,0.29123000000000004,0.28217,0.28043
670,135,6.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,8.0,0.5,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.5,4.5,-7.0,2.0,-2.5,0.0,1.0,0.0034,-0.0108,0.0034,-0.4983,-0.5054,0.0,-2.5,-2.5,-9.0,0.245,0.3175,0.305,0.29,0.285,0.11384000000000001,0.13960999999999998,0.1434,0.14455,0.14379
675,136,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,25.0,0.01,-5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.7,2.9849623110000003,-9.0,21.0,6.0,0.0,1.0,-0.9798,-0.9814,0.0006,-0.9899,-0.9907,0.0,-8.7,-8.7,-59.4,0.155,0.07,0.0725,0.045,0.045,0.04736,0.035747,0.02748,0.023533000000000002,0.02216
680,137,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.4,3.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.4,0.8,-1.0,3.0,1.0,0.666666667,1.0,-0.2954,0.2564,0.4052,0.0,0.0,0.0,0.0,0.2,0.0,0.73,0.8625,0.895,0.9025,0.8975,0.63835,0.64355,0.64179,0.64239,0.6421100000000001
685,138,23.0,1.0,23.0,1.0,0.0,0.0,0.0,1.0,21.0,0.8,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,2.0,-7.0,-2.0,-4.5,0.695652174,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-3.0,-3.0,0.0,0.1325,0.065,0.0075,0.0175,0.015,0.0,0.0,0.0,0.0,0.0
690,139,14.0,1.0,14.0,1.0,0.0,0.0,0.0,1.0,35.0,0.6,-9.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,3.4,21.57637597,-23.0,24.0,15.5,0.0,1.0,0.1978,0.1906,0.7418,-0.4011,-0.4047,0.0,3.4,3.4,-37.6,0.48,0.6675,0.7,0.6375,0.6475,0.53117,0.5677300000000001,0.59735,0.6058899999999999,0.60897
695,140,-2.0,1.0,-2.0,1.0,0.0,0.0,0.0,1.0,9.0,0.25,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.25,0.433012702,10.0,11.0,10.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.25,10.25,22.0,0.91,0.98,0.98,0.985,0.98,1.0,1.0,1.0,1.0,1.0
700,141,28.0,0.8,-26.0,1.0,0.0,0.0,0.0,1.0,22.0,0.75,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2,-12.93974596,28.0,-6.0,11.0,0.0,1.0,-0.598,-0.5838,-0.0068,0.201,0.2081,0.0,-0.2,-0.2,21.6,0.7725,0.695,0.615,0.6025,0.62,0.6218,0.50061,0.46097,0.45185,0.4436
705,142,23.0,1.0,23.0,1.0,0.0,0.0,0.0,1.0,29.0,0.8,-8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4,14.8,-31.0,6.0,-12.5,0.0,1.0,0.5952,0.6068,0.0108,-0.2024,-0.1966,0.0,-1.4,-1.4,-14.8,0.2975,0.44,0.4275,0.51,0.5375,0.32992,0.43453,0.46615,0.48136,0.48346999999999996
710,143,67.0,0.5,-39.0,1.0,0.0,0.0,0.0,1.0,93.0,0.25,-15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-6.234628196,24.0,26.0,25.0,0.384615385,1.0,0.5052,0.2462,1.0,-0.2474,-0.2492,0.0,-2.0,-2.0,-66.0,0.525,0.5775,0.5425,0.595,0.6325,0.66287,0.61125,0.55367,0.54132,0.53908
715,144,16.0,0.8,12.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,15.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,-0.2,-0.185786438,-1.0,3.0,1.0,0.916666667,1.0,-0.1324,-0.2278,0.4468,0.0,0.0,0.0,-0.2,-0.2,0.0,0.4175,0.495,0.435,0.415,0.42,0.50143,0.47955,0.46718999999999994,0.46375,0.46526999999999996
720,145,17.0,0.5,-27.0,1.0,0.0,0.0,0.0,1.0,3.0,0.75,-35.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,-1.5,-5.511367552,-8.0,-11.0,3.25,0.771428571,1.0,-0.4986,-0.2474,-0.2532,0.2507,0.2446,0.0,-1.5,-1.5,25.390625,0.415,0.425,0.4175,0.3375,0.34,0.45056,0.45015,0.46597,0.46537,0.46311
725,146,45.0,0.2,3.0,1.0,0.0,0.0,0.0,1.0,75.0,0.05,13.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,4.7,-3.285563275,10.0,32.0,40.66666667,0.23076923100000002,1.0,0.6998,0.618,1.0,0.0,0.0,0.0,4.7,4.7,0.0,0.785,0.8225,0.8375,0.8675,0.835,0.903,0.85959,0.8221700000000001,0.81395,0.8123100000000001
730,147,29.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0,36.0,0.1,32.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,3.4,1.260952021,3.0,10.0,6.5,0.90625,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.4,3.4,0.0,0.88,0.9625,0.9875,0.98,0.9675,1.0,1.0,1.0,1.0,1.0
735,148,65.0,0.01,1.0,1.0,0.0,0.0,0.0,1.0,12.0,0.01,3.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.45,-5.472430903999999,2.0,-53.0,-25.5,0.333333333,1.0,0.9836,0.9774,-0.0084,0.0,0.0,0.0,2.406666667,1.928333333,0.0,0.73,0.81,0.8175,0.8425,0.8525,0.6731699999999999,0.72593,0.7608699999999999,0.76383,0.76647
740,149,12.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,31.0,0.1,12.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.9,5.704384279,0.0,20.0,14.25,1.0,1.0,0.0979,0.1007,0.7471,0.0,0.0,1.0,1.9,1.9,0.0,0.8575,0.9,0.92,0.91,0.94,1.0,1.0,1.0,1.0,1.0
745,150,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,24.0,0.05,12.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-3.4,2.6720778430000003,-4.0,10.0,4.5,0.75,1.0,-0.9032,-0.8962,0.5044,0.0,0.0,0.0,-3.4,-3.4,-1.78e-15,0.3525,0.25,0.215,0.185,0.17,0.24981,0.1898,0.15092,0.14012,0.13549
750,151,27.0,0.8,-37.0,0.0,0.0,0.0,1.0,7.0,28.0,0.01,20.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,5.88,-29.36310351,57.0,-118.0,-17.75,0.0,1.0,-0.6054,-0.591,-0.3881,0.1973,0.1988,0.0,5.88,5.88,73.6,0.669491525,0.5,0.447457627,0.45423728799999996,0.462711864,0.8056399999999999,0.79284,0.78272,0.7893600000000001,0.7859999999999999
755,152,87.0,0.2,-26.0,0.0,1.0,0.0,0.0,5.0,64.0,0.05,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,6.600000064,-31.25015142,26.0,-21.0,-10.56666667,0.0,1.0,0.6132,0.5936,-0.6612,0.6606,0.6042,0.0,6.600000064,6.600000064,74.75000012,0.785,0.798333333,0.778333333,0.79,0.786666667,0.7671600000000001,0.75708,0.73632,0.72968,0.7208399999999999
760,153,39.0,0.4,6.0,0.0,1.0,0.0,0.0,5.0,15.0,0.95,12.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-4.35,-15.52516389,6.0,-26.0,-20.0,0.5,1.0,0.2114,0.2072,-0.6584,0.0,0.0,0.0,-4.35,-4.35,0.0,0.366956522,0.300869565,0.35826087,0.35478260899999997,0.380869565,0.20404,0.28256,0.30164,0.30848000000000003,0.3056
765,154,46.0,0.1,16.0,1.0,0.0,0.0,0.0,1.0,65.0,0.2,2.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,-4.4,16.20396794,-14.0,21.0,23.5,0.125,1.0,-0.2668,-0.6062,0.6608,0.0,0.0,0.0,6.166666667,0.8833333329999999,0.0,0.6632478629999999,0.582905983,0.434188034,0.40170940200000005,0.335042735,0.9561200000000001,0.7270800000000001,0.51344,0.44268,0.4052
770,155,7.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,6.0,0.01,-4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,-10.9,1.0,-11.0,1.0,-2.666666667,0.0,1.0,-0.9963,-0.9964,-0.5054,-0.9896,-0.99,0.0,-10.9,-10.9,-23.76,0.030252101,0.011764706000000002,0.008403361,0.003361345,0.003361345,0.0006799999999999999,0.00032,0.0004,0.00023999999999999998,0.00023999999999999998
775,156,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,-1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.4,0.9695359709999999,-1.0,5.0,2.0,0.5,1.0,0.1776,0.1747,0.573,0.1808,0.1788,0.0,0.4,0.4,1.85625,0.901694915,0.9423728809999999,0.952542373,0.969491525,0.966101695,0.687,0.6696,0.6614399999999999,0.66108,0.65676
780,157,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,33.0,0.5,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.5,9.5,-2.0,17.0,7.5,0.875,1.0,-0.0102,0.012,-0.0102,0.0,0.0,0.0,7.5,7.5,0.0,0.9101694920000001,0.925423729,0.898305085,0.894915254,0.9,0.9746,0.9716,0.97488,0.97596,0.97556
785,158,3.0,0.8,-17.0,0.0,0.0,0.0,1.0,2.0,6.0,0.6,-13.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,-0.6,1.322454892,4.0,6.0,7.766666667000001,0.764705882,1.0,0.5943,0.3041,1.0,-0.2015,-0.2079,0.0,-0.6,-0.6,-10.8,0.522033898,0.5406779660000001,0.610169492,0.603389831,0.601694915,0.6236,0.5765600000000001,0.537,0.52852,0.52788
790,159,14.0,1.0,14.0,1.0,0.0,0.0,0.0,1.0,20.0,0.95,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8,0.8717797890000001,2.0,6.0,4.0,0.875,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.8,5.8,0.0,0.9068965520000001,0.9620689659999999,0.9862068970000001,0.99137931,0.99137931,1.0,1.0,1.0,1.0,1.0
795,160,60.0,0.1,19.0,1.0,0.0,0.0,0.0,1.0,34.0,0.8,23.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,8.7,-7.9,4.0,-26.0,-11.0,0.826086957,1.0,0.7918,0.7979999999999999,-0.0192,0.0,0.0,0.0,8.7,8.7,0.0,0.801724138,0.853448276,0.824137931,0.8431034479999999,0.851724138,0.79076,0.8244,0.8478399999999999,0.852,0.85936
800,161,0.0,0.9,-4.0,0.0,0.0,0.0,1.0,5.0,-2.0,0.99,-8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.66,-6.726940907,-4.0,-28.0,-11.4,0.5,1.0,0.2981,0.3197,-1.0,-0.2305,-0.2271,0.0,-1.66,-1.66,-15.3,0.176470588,0.208403361,0.22352941199999998,0.23697479,0.284033613,0.17092000000000002,0.23212,0.24691999999999997,0.25736,0.25736
805,162,39.0,0.6,14.0,1.0,0.0,0.0,0.0,1.0,48.0,0.25,24.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.8551438690000002,10.0,9.0,9.5,0.583333333,1.0,0.2842,0.0936,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5406779660000001,0.5101694920000001,0.5796610170000001,0.56440678,0.559322034,0.747,0.65456,0.6157199999999999,0.6034,0.5962
810,163,25.0,1.0,25.0,1.0,0.0,0.0,0.0,1.0,35.0,0.2,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.4,9.2,-13.0,10.0,-1.5,0.48,1.0,-0.6024,-0.5920000000000001,-0.0058,0.0,0.0,0.0,-8.4,-8.4,0.0,0.093220339,0.115254237,0.11694915300000001,0.111864407,0.10508474599999999,0.1,0.10076,0.08796,0.08648,0.079
815,164,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,40.0,0.01,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.56,4.377944723,-5.0,39.0,17.0,0.0,1.0,-0.981,-0.9786,0.0046,-0.9905,-0.9893,0.0,-4.56,-4.56,-87.12,0.107563025,0.11092437,0.124369748,0.11092437,0.10588235300000001,0.1322,0.11084000000000001,0.0916,0.08208,0.07927999999999999
820,165,35.0,0.75,-18.0,1.0,0.0,0.0,0.0,1.0,53.0,0.2,27.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,10.45,-12.53046018,45.0,22.0,41.9,0.0,1.0,-0.0872,-0.193,1.0,0.2513,0.2439,0.0,10.45,10.45,37.5,0.901694915,0.86779661,0.844067797,0.861016949,0.820338983,0.9696799999999999,0.9448,0.9408799999999999,0.9400799999999999,0.9364399999999999
825,166,-6.0,1.0,-6.0,1.0,0.0,0.0,0.0,1.0,15.0,0.6,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,12.24744871,-4.0,21.0,8.5,0.6,1.0,0.1856,0.20600000000000002,-0.0138,0.5928,0.603,0.0,11.0,11.0,30.0,0.907692308,0.931623932,0.892307692,0.9042735040000001,0.926495726,0.99116,0.9884,0.9902799999999999,0.9907600000000001,0.9904
830,167,13.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0,12.0,0.8,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.8,1.6,-5.0,-1.0,-3.0,0.615384615,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.8,-1.8,0.0,0.054237288,0.022033898,0.005084745999999999,0.005084745999999999,0.005084745999999999,0.0,0.0,0.0,0.0,0.0
835,168,29.0,1.0,29.0,1.0,0.0,0.0,0.0,1.0,31.0,0.8,10.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-2.2,8.423775875,-19.0,3.0,-3.25,0.344827586,1.0,0.597,0.5946,0.4874,0.0,0.0,0.0,-2.2,-2.2,0.0,0.245762712,0.37118644100000003,0.410169492,0.377966102,0.35593220299999995,0.25876,0.287,0.29412,0.28808,0.29131999999999997
840,169,58.0,0.1,0.0,1.0,0.0,0.0,0.0,1.0,26.0,0.2,8.0,0.0,0.0,0.0,1.0,3.0,1.0,-1.0,5.8,-10.11714342,8.0,-28.0,-7.0,0.0,1.0,0.7994,0.7972,0.012,0.8997,0.8986,0.0,6.1333333329999995,5.966666667,52.2,0.8765217390000001,0.909565217,0.9026086959999999,0.869565217,0.871304348,0.8935200000000001,0.8728799999999999,0.8595200000000001,0.8541200000000001,0.85756
845,170,30.0,0.99,28.0,0.0,0.0,0.0,1.0,6.0,30.0,0.6,19.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,-4.38,-1.156290566,-52.0,-52.0,-25.28571429,0.0,1.0,-0.20199999999999999,-0.1008,-1.0,-0.0191,-0.0198,0.0,-4.38,-4.38,-4.275,0.07008547,0.063247863,0.109401709,0.109401709,0.097435897,0.07923999999999999,0.15724000000000002,0.18076,0.18992,0.19108
850,171,-8.0,1.0,-8.0,1.0,0.0,0.0,0.0,1.0,7.0,0.25,-14.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,-0.749999993,9.120718188,-6.0,19.0,12.9,0.571428571,1.0,-0.4968,-0.4968,0.8016,0.2516,0.2516,0.0,-0.749999993,-0.749999993,12.50000003,0.579487179,0.557264957,0.528205128,0.41025641,0.38290598299999995,0.64544,0.54056,0.49683999999999995,0.48152,0.47331999999999996
855,172,21.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0,26.0,0.8,-24.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,20.0,-45.0,5.0,-20.0,0.0,1.0,0.5914,0.6114,-0.005,-0.2043,-0.1943,0.0,-5.0,-5.0,-20.0,0.18965517199999998,0.284482759,0.305172414,0.312068966,0.34137931,0.16168,0.21988000000000002,0.24256,0.2508,0.26008000000000003
860,173,83.0,0.5,-33.0,0.0,1.0,0.0,0.0,7.0,25.0,1.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-58.00646516,58.0,-61.0,-43.5,0.0,1.0,0.0226,-0.001,-0.7466,0.5113,0.4995,0.0,0.0,0.0,119.0,0.613793103,0.49655172399999997,0.487931034,0.525862069,0.5017241379999999,0.605,0.5573600000000001,0.54552,0.5414399999999999,0.5422399999999999
865,174,74.0,0.6,-36.0,0.0,1.0,0.0,0.0,5.0,46.0,0.5,-11.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-12.5,-25.38995545,25.0,-29.0,-23.91666667,0.305555556,1.0,-0.2034,-0.2048,-0.6698,-0.1032,-0.09699999999999999,0.0,-12.5,-12.5,-22.4,0.499159664,0.37142857100000004,0.354621849,0.32605042,0.297478992,0.18,0.28908,0.3022,0.29968,0.29644000000000004
870,175,-4.0,1.0,-4.0,1.0,0.0,0.0,0.0,1.0,-2.0,0.8,-25.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,-2.6,9.286549413,-21.0,6.0,-0.3,0.16,1.0,0.4608,0.479,0.3078,0.1204,0.1219,0.0,-2.6,-2.6,3.88125,0.313793103,0.437931034,0.482758621,0.489655172,0.42758620700000005,0.26132,0.28248,0.27236,0.26968000000000003,0.26804
875,176,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,12.0,0.5,-8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,10.0,1.0,21.0,11.0,0.8888888890000001,1.0,1.0,1.0,1.0,0.1454,0.4989,1.0,4.0,7.5,21.0,0.860344828,0.975862069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
880,177,41.0,0.4,-4.0,0.0,1.0,0.0,0.0,5.0,42.0,0.4,-9.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,-2.6,2.93832096,-5.0,1.0,0.0,0.444444444,1.0,-0.1926,-0.2955,0.6826,0.0284,-0.0072,0.0,-1.166666667,-1.8833333330000002,0.0,0.562711864,0.5237288139999999,0.477966102,0.415254237,0.386440678,0.9636399999999999,0.7337199999999999,0.5934,0.53888,0.4912
885,178,32.0,0.6,-38.0,1.0,0.0,0.0,0.0,1.0,14.0,0.2,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,-30.14556813,42.0,-16.0,14.0,0.0,1.0,-0.1972,-0.1954,0.0034,0.4014,0.4023,0.0,2.0,2.0,56.0,0.820338983,0.738983051,0.661016949,0.644067797,0.642372881,0.72696,0.622,0.6074,0.59892,0.5944
890,179,36.0,0.8,-18.0,0.0,1.0,0.0,0.0,5.0,52.0,0.25,21.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.55,-8.13936002,39.0,16.0,16.75,0.0,1.0,-0.114,-0.2214,0.8422,0.1969,0.1949,0.0,3.55,3.55,28.8,0.8252100840000001,0.749579832,0.682352941,0.6957983190000001,0.705882353,0.7944,0.67888,0.64464,0.6419199999999999,0.6348
895,180,50.0,0.6,-8.0,0.0,0.0,1.0,0.0,6.0,52.0,0.4,-12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-13.2,1.487769319,-4.0,-3.0,-9.714285713999999,0.666666667,1.0,-1.0,-0.5654,-0.5636,-0.213,-0.1879,-1.0,-15.2,-14.2,-24.2875,0.286440678,0.283050847,0.215254237,0.2,0.186440678,0.02012,0.16092,0.19884000000000002,0.19224000000000002,0.19188
900,181,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,71.0,0.2,-20.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,7.2,36.45764666,-11.0,91.0,63.8,0.45,1.0,-0.603,-0.5966,0.6096,0.1985,0.2017,0.0,7.2,7.2,40.8,0.571186441,0.53220339,0.461016949,0.428813559,0.459322034,0.73128,0.62012,0.58008,0.5678,0.5598
905,182,28.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,27.0,0.95,-11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.9,8.281907992999999,-39.0,-1.0,-20.0,0.0,1.0,-1.0,-1.0,-1.0,-0.0515,-0.0463,-1.0,-2.9,-2.9,-3.9,0.039316238999999996,0.022222222000000003,0.006837607,0.005128205,0.006837607,0.0,0.0,0.0,0.0,0.0
910,183,35.0,0.25,-14.0,0.0,1.0,0.0,0.0,3.0,42.0,0.25,-14.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.75,3.059053231,0.0,10.0,5.75,1.0,1.0,0.2517,0.0541,0.7482,0.0,-0.0073,1.0,1.75,1.75,0.0,0.9226890759999999,0.915966387,0.8806722690000001,0.8672268909999999,0.855462185,1.0,0.84396,0.77444,0.7672399999999999,0.76876
915,184,22.0,0.01,16.0,0.0,0.0,0.0,1.0,3.0,84.0,0.25,-9.0,0.0,0.0,1.0,0.0,3.0,0.0,-1.0,-1.81,39.64351054,-25.0,60.0,39.25,0.0,1.0,-0.5058,-0.5056,0.4998,-0.7529,-0.7528,0.0,-1.81,-1.81,-142.5,0.264957265,0.30940170899999997,0.32649572600000004,0.336752137,0.305982906,0.33956,0.33624,0.35084,0.35724,0.36664
920,185,7.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,18.0,0.99,-19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.63,3.681453517,-26.0,11.0,-7.5,0.0,1.0,0.9842,0.9816,-0.0076,-0.0079,-0.0092,0.0,10.63,10.63,-0.74,0.7794871790000001,0.905982906,0.935042735,0.941880342,0.958974359,0.7866,0.85992,0.9084,0.9222,0.9300799999999999
925,186,19.0,1.0,19.0,1.0,0.0,0.0,0.0,1.0,97.0,0.1,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.8,27.6,-14.0,78.0,32.0,0.263157895,1.0,-0.807,-0.8054,0.0026,0.0,0.0,0.0,-4.8,-4.8,0.0,0.269491525,0.237288136,0.261016949,0.271186441,0.26440678,0.31528,0.26152,0.24548000000000003,0.23636,0.2356
930,187,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,43.0,0.2,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.4,25.2,-17.0,46.0,14.5,0.15,1.0,-0.5954,-0.6088,0.0112,0.2023,0.1956,0.0,-4.4,-4.4,25.2,0.256410256,0.215384615,0.26153846199999997,0.25299145300000003,0.232478632,0.36572,0.31624,0.30644,0.30756,0.30564
935,188,-7.0,1.0,-7.0,1.0,0.0,0.0,0.0,1.0,-4.0,0.01,-5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.01,0.12206555599999999,2.0,4.0,3.0,0.7142857140000001,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.01,2.01,0.0,0.834482759,0.939655172,0.984482759,0.987931034,0.99137931,1.0,1.0,1.0,1.0,1.0
940,189,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.75,-23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.75,11.69134295,-25.0,2.0,-11.5,0.0,1.0,0.4936,0.5042,-0.0076,-0.2532,-0.2479,0.0,-4.75,-4.75,-13.5,0.167521368,0.276923077,0.27008547,0.254700855,0.26153846199999997,0.06368,0.0806,0.08724,0.08744,0.09008
945,190,10.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,28.0,0.2,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.2,11.6,-11.0,18.0,3.5,0.0,1.0,-0.5926,-0.5988,0.006,-0.7963,-0.7994,0.0,-5.2,-5.2,-46.4,0.137931034,0.201724138,0.205172414,0.201724138,0.20689655199999998,0.12084,0.14848,0.14012,0.1422,0.14132
950,191,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,15.0,0.8,-12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.4,10.8,-28.0,-1.0,-14.5,0.0,1.0,-1.0,-1.0,-1.0,-0.1984,-0.19899999999999998,-1.0,-6.4,-6.4,-11.2,0.049152542,0.022033898,0.008474576,0.0,0.006779661,0.0,0.0,0.0,0.0,0.0
955,192,10.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,59.0,0.01,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.45,5.472430903999999,-6.0,49.0,21.5,0.4,1.0,-0.9792,-0.9808,-0.0128,0.0,0.0,0.0,-5.45,-5.45,0.0,0.15726495699999998,0.126495726,0.123076923,0.133333333,0.128205128,0.2846,0.21116,0.16435999999999998,0.14644000000000001,0.13128
960,193,42.0,0.01,29.0,1.0,0.0,0.0,0.0,1.0,80.0,0.1,20.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,-3.13,16.709293900000002,-9.0,39.0,24.5,0.689655172,1.0,-0.7976,-0.7968,0.3346,0.0,0.0,0.0,-3.13,-3.13,0.0,0.494017094,0.41367521399999996,0.35726495700000005,0.34700854700000006,0.321367521,0.45364,0.36436,0.3166,0.3114,0.30072
